#i, obs_GPP3d_cycle, obs_ER3d_cycle, obs_LE3d_cycle, obs_H3d_cycle, clm_GPP3d_cycle, clm_ER3d_cycle, clm_LE3d_cycle, clm_H3d_cycle, obs_G3d_cycle, obs_Rn3d_cycle, clm_Rn3d_cycle, clm_G3d_cycle, clm_FCTR3d_cycle, clm_FCEV3d_cycle, clm_FGEV3d_cycle
323, 3.69215, 2.74962, 39.939, 16.4338, 3.76104, 3.58282, 31.9463, 50.6708, -6.66991, 83.0258, 66.9849, -14.3404, 20.5728, 3.02902, 8.34445
324, 3.69918, 2.90502, 38.5309, 13.2701, 3.69838, 3.54363, 30.9394, 41.72, -6.38752, 77.74, 62.4225, -10.8033, 20.1494, 2.77516, 8.01486
325, 3.56038, 3.24977, 37.8971, 14.0925, 3.81399, 3.65274, 30.5968, 39.6167, -4.91086, 87.4063, 66.794, -4.90274, 21.1729, 1.90764, 7.51625
326, 3.53856, 3.26506, 36.1913, 11.5979, 3.68094, 3.7458, 30.8006, 32.378, -3.45675, 77.1651, 58.5942, -4.69674, 18.826, 5.17022, 6.8044
327, 3.13083, 3.22452, 29.4722, 9.9996, 3.36865, 3.76043, 28.4738, 30.0928, -2.96681, 66.0537, 51.8451, -6.34466, 16.3575, 6.05146, 6.06477
328, 3.53654, 2.92205, 36.941, 18.527, 3.53352, 3.67446, 29.087, 46.492, -4.87152, 80.8622, 63.7854, -10.3425, 18.167, 3.9555, 6.96454
329, 3.33292, 2.86727, 29.2453, 8.02389, 3.35735, 3.51887, 27.2766, 34.8404, -6.33193, 64.4426, 49.511, -12.5919, 17.0124, 3.41091, 6.85333
330, 3.2536, 3.05263, 36.0726, 15.1699, 3.40807, 3.67038, 31.7132, 33.973, -4.1574, 75.8649, 61.6739, -4.60564, 17.86, 7.26263, 6.5906
331, 3.00416, 2.9656, 33.7074, 16.7921, 3.22293, 3.47606, 31.7163, 46.794, -7.22943, 74.653, 59.3278, -16.8086, 16.6915, 7.44945, 7.5753
332, 3.25075, 2.85258, 34.4394, 13.8352, 3.20406, 3.35453, 29.2756, 45.8277, -8.43702, 71.2699, 56.1419, -18.1023, 16.5224, 5.47397, 7.27927
333, 3.29429, 2.91998, 32.838, 10.8648, 3.38046, 3.43764, 26.0069, 36.4402, -7.00958, 71.1743, 56.8049, -7.98571, 16.8952, 2.6593, 6.45241
334, 3.29909, 3.25226, 33.9933, 8.33225, 3.5886, 3.68219, 27.1735, 31.9742, -2.99017, 73.1202, 60.0821, -0.884764, 18.6727, 2.4597, 6.04103
335, 3.35108, 2.99126, 39.21, 16.9951, 3.2301, 3.59794, 32.0374, 42.4329, -6.23659, 73.3829, 59.2967, -12.7033, 16.395, 8.56361, 7.07882
336, 3.05844, 2.88555, 37.6676, 12.6591, 3.21125, 3.61152, 26.0048, 36.463, -5.94683, 67.9774, 54.4883, -8.38259, 15.8351, 4.04971, 6.11993
337, 2.96755, 2.77945, 33.0817, 5.00305, 3.09221, 3.47329, 24.9378, 26.8438, -6.91696, 47.1608, 36.0833, -14.4878, 13.9416, 4.49648, 6.49974
338, 3.25205, 2.77905, 30.7335, 8.90912, 3.34208, 3.56805, 23.638, 31.5681, -5.18794, 63.2134, 51.4384, -5.57824, 15.6256, 1.83058, 6.1818
339, 3.34399, 2.94075, 37.4577, 8.75258, 3.30367, 3.61058, 28.9004, 38.2706, -4.59352, 71.081, 57.8236, -8.47375, 15.8637, 6.14665, 6.89014
340, 3.00825, 2.85944, 32.4433, 4.9755, 3.14252, 3.58715, 23.6701, 33.4473, -5.29064, 58.5283, 46.9629, -9.74206, 13.8519, 3.75385, 6.06435
341, 2.78879, 2.45931, 31.0141, 10.3274, 2.93636, 3.41932, 25.3503, 39.7761, -5.53845, 58.6587, 46.9343, -15.5935, 12.7908, 6.01523, 6.5443
342, 2.74238, 2.40634, 28.3567, 9.9292, 2.65551, 3.20722, 20.5078, 36.0916, -7.91493, 46.7708, 35.7413, -19.7449, 11.014, 3.06291, 6.43089
343, 2.91695, 2.95421, 30.4504, 13.9311, 3.03423, 3.35876, 25.2119, 32.9654, -5.40983, 65.5401, 52.9455, -7.39924, 12.9891, 6.95543, 5.2674
344, 2.92426, 2.66986, 32.1789, 13.7854, 2.96387, 3.26419, 24.0148, 42.2995, -7.21694, 60.9766, 48.7114, -16.0251, 14.0643, 2.94771, 7.00274
345, 2.72915, 2.32403, 32.7153, 8.90488, 2.94067, 3.10247, 24.2846, 38.0371, -9.01226, 66.6591, 44.0384, -17.7544, 14.3567, 2.93665, 6.99124
346, 2.42653, 2.53122, 32.0156, 4.2464, 2.89476, 3.14266, 29.3109, 33.0592, -7.34353, 58.5372, 47.2571, -14.6678, 13.4928, 9.23318, 6.58493
347, 2.71128, 2.57703, 29.1109, 10.1535, 2.79999, 3.20402, 23.6485, 29.6556, -5.94756, 54.9294, 44.5677, -10.1782, 11.2458, 6.93042, 5.47229
348, 2.84708, 2.71652, 30.0189, 10.9592, 2.87264, 3.435, 22.4012, 25.2942, -3.88629, 56.9751, 48.6076, -1.09095, 10.9239, 7.49158, 3.98565
349, 2.80399, 2.6683, 32.8, 5.97264, 3.12256, 3.37711, 25.8422, 30.259, -4.55253, 51.202, 44.3159, -10.1897, 12.5109, 6.79113, 6.54018
350, 3.15128, 2.67839, 34.6432, 11.9517, 3.1978, 3.3469, 27.161, 27.0099, -4.60751, 67.7553, 47.9288, -7.92977, 14.0759, 6.07302, 7.0121
351, 2.5709, 2.86206, 25.0881, 2.85843, 2.95897, 3.52932, 23.6003, 23.6662, -2.66408, 51.7923, 43.513, -3.92665, 12.771, 4.14666, 6.68263
352, 2.95324, 2.54818, 41.7686, 14.7054, 2.89532, 3.37469, 29.7119, 35.1631, -5.76722, 73.9248, 48.7938, -13.6012, 12.5047, 9.14994, 8.05723
353, 3.0758, 2.32517, 38.4585, 12.5299, 3.04155, 3.20327, 26.807, 37.6097, -7.89015, 65.011, 48.2549, -15.9196, 14.0098, 4.78202, 8.01519
354, 2.75139, 2.45872, 29.2475, 3.58927, 2.78044, 3.25164, 22.1973, 23.2037, -5.75611, 46.0302, 36.9872, -9.59921, 10.7437, 5.69483, 5.75878
355, 2.63627, 2.71728, 26.4506, 4.01137, 2.81574, 3.38438, 28.0649, 19.1712, -4.64472, 49.1665, 40.4862, -7.04161, 10.7012, 10.4738, 6.88988
356, 2.56435, 2.95745, 26.1721, 3.09832, 2.8921, 3.54119, 27.8031, 16.6783, -2.82656, 56.1413, 46.304, -0.417326, 12.3024, 8.42425, 7.07642
357, 2.48738, 2.94547, 28.3079, -2.24153, 2.6715, 3.49899, 24.4865, 20.4385, -4.15525, 43.3509, 35.1913, -8.33562, 11.0541, 6.13152, 7.30093
358, 2.60143, 2.95802, 30.389, 1.49317, 2.87302, 3.58598, 24.1271, 22.0708, -4.01957, 58.7168, 43.8972, -2.9779, 11.1963, 6.51994, 6.41084
359, 2.92569, 2.60604, 33.6362, 10.1895, 2.95442, 3.44394, 25.7548, 36.3857, -4.23914, 60.797, 48.7511, -11.534, 12.6758, 4.75953, 8.31946
360, 2.92019, 2.46142, 35.3008, 8.63643, 2.91736, 3.30704, 28.2648, 35.7913, -6.55416, 59.1166, 47.4014, -15.634, 13.041, 5.582, 9.64171
361, 2.87928, 2.62302, 33.8385, 12.1911, 2.99725, 3.37131, 23.8087, 33.444, -6.50484, 63.3706, 51.7848, -6.69038, 12.8958, 3.68431, 7.22861
362, 2.55625, 2.61138, 26.1819, 8.05739, 2.74834, 3.40757, 19.773, 24.4587, -7.12769, 45.613, 37.3649, -7.15339, 10.6958, 3.2461, 5.83109
363, 2.76031, 2.84232, 33.9621, 10.9723, 3.01534, 3.55322, 30.5615, 22.4731, -5.15867, 61.6552, 50.8445, -2.67346, 11.7732, 12.4618, 6.32652
364, 2.98799, 2.59335, 35.7921, 11.0532, 3.07168, 3.49544, 24.7245, 33.0085, -5.22518, 63.4981, 51.7493, -6.16897, 13.1667, 5.07, 6.48786
365, 2.4863, 2.60371, 28.1095, 3.11777, 2.87522, 3.50165, 22.0921, 20.8669, -1.88831, 44.6235, 36.1366, -6.47728, 11.3445, 5.00932, 5.73825
