#data based on R14c, AR03, R09c, AR03
#,US-NC2,,,,,ALT-US-LL1,,,,,ALT-US-NC2,,,,,US-LL1,,,,
#x_dummy,Et,Ei,Es,Q,NEP,Et,Ei,Es,Q,NEP,Et,Ei,Es,Q,NEP,Et,Ei,Es,Q,NEP
1,678.822,144.373,113.889,321.238,430.31,850.594,146.044,74.737,145.951,214.442,437.643,85.2956,335.292,416.09,183.204,644.553,92.4519,151.062,329.311,75.8065
