#i, obs_GPP3d_cycle, obs_ER3d_cycle, obs_LE3d_cycle, obs_H3d_cycle, clm_GPP3d_cycle, clm_ER3d_cycle, clm_LE3d_cycle, clm_H3d_cyle, clm_FCTR3d_cycle, clm_FCEV3d_cycle, clm_FGEV3d_cycle, clm_Qstor3d_cycle, clm_Rnet3d_cycle
1, 3.30846, 2.78154, 29.0469, 8.87724, 3.21765, 4.36261, 15.7584, 6.37352, 9.88754, 3.77123, 2.09962, 2.68563, 24.9219
2, 3.38861, 2.6953, 26.5526, -6.32715, 2.69239, 4.27309, 13.8858, 7.97453, 6.84858, 3.31443, 3.72282, 3.0566, 24.406
3, 3.51826, 2.51479, 27.7522, 20.6491, 2.68562, 4.17817, 20.8114, 18.6403, 6.97629, 7.19798, 6.6371, -13.7138, 25.1452
4, 3.52342, 2.67082, 29.6263, 10.5048, 3.01837, 4.19311, 18.4346, 19.231, 8.92684, 3.50435, 6.00338, -10.8858, 27.6463
5, 3.36534, 2.80452, 28.9812, 9.91767, 3.25358, 4.30037, 18.454, 14.2994, 10.1341, 2.98681, 5.33305, -6.65925, 26.5292
6, 3.52729, 2.64393, 27.2242, 18.3413, 3.19627, 4.41775, 19.5527, 5.99197, 9.288, 6.99143, 3.27324, 0.341917, 26.0397
7, 3.43975, 2.46354, 29.312, 6.53618, 3.15159, 4.21751, 22.1664, 20.528, 10.0461, 6.37193, 5.74837, -13.4016, 28.2056
8, 2.88933, 2.51841, 28.1666, -1.10303, 2.98657, 4.17571, 21.5674, 18.8029, 9.39601, 7.13575, 5.03566, -9.46489, 30.7865
9, 3.68363, 2.34908, 31.2889, 13.9949, 3.11447, 4.06126, 24.0269, 23.786, 10.2324, 5.17375, 8.62083, -17.3846, 30.7309
10, 3.63968, 2.52791, 32.8784, 11.1738, 3.43865, 4.12639, 24.3298, 18.7389, 11.0822, 6.83782, 6.40977, -7.7582, 35.7004
11, 3.74053, 2.86514, 24.2243, -5.65439, 3.30277, 4.32254, 13.9533, 8.04634, 7.88364, 2.73181, 3.3378, -0.157145, 22.7949
12, 3.51314, 2.72045, 35.0407, 13.5343, 3.82146, 4.4566, 18.2308, 16.6661, 11.4322, 4.44258, 2.35601, 8.25819, 43.3925
13, 3.36178, 2.72033, 29.3076, 9.99643, 3.56292, 4.3712, 18.2792, 14.1163, 10.3797, 3.03082, 4.86864, -2.79843, 29.4389
14, 3.81158, 2.55458, 30.0674, 13.3837, 3.01748, 4.30432, 21.4896, 17.6323, 9.0069, 6.87802, 5.60471, -7.88728, 29.9447
15, 3.69867, 2.53261, 31.8114, 12.5206, 3.21667, 4.00454, 23.5852, 23.3981, 9.41628, 7.20444, 6.96453, -13.2976, 33.0776
16, 2.88429, 2.40812, 22.9303, 21.1791, 2.79349, 3.92412, 16.1808, 18.1418, 7.30923, 3.93967, 4.93196, -6.87341, 26.8948
17, 3.01923, 2.36035, 23.5961, 17.7806, 2.90862, 3.92303, 16.076, 18.1754, 7.19779, 6.22554, 2.65265, -0.80567, 33.8466
18, 3.16305, 2.15732, 31.2055, 11.428, 2.735, 3.99486, 21.0927, 15.5553, 6.31729, 12.0702, 2.70518, -0.142785, 35.6879
19, 3.75889, 2.05317, 31.1881, 20.8952, 3.34433, 3.86771, 21.4722, 24.8218, 10.5046, 5.48017, 5.48749, -12.0694, 34.6751
20, 3.41299, 1.86486, 34.4288, 28.8688, 3.57949, 3.92145, 22.826, 20.427, 12.5699, 5.13304, 5.12301, -6.70343, 36.5456
21, 3.31886, 1.82363, 26.9995, 20.2907, 3.32381, 3.92384, 18.8246, 23.0886, 9.69703, 5.37304, 3.75451, -5.43055, 36.6081
22, 3.09179, 1.89333, 24.6952, 14.2001, 2.5848, 3.78941, 19.3416, 20.1871, 5.44395, 7.75074, 6.14689, -14.9988, 24.1745
23, 3.43627, 1.73988, 29.4399, 30.5404, 3.00985, 3.85952, 26.2598, 26.0463, 7.88165, 11.7128, 6.66537, -12.7627, 39.7126
24, 2.8085, 1.69611, 28.2511, 21.9135, 3.19609, 3.8982, 17.9774, 32.758, 9.14188, 3.66956, 5.16599, -8.06721, 42.4866
25, 2.84259, 1.48902, 24.7518, 32.7359, 3.28396, 3.74646, 20.3904, 19.4941, 11.3232, 2.94704, 6.12011, -12.3103, 27.3483
26, 2.59352, 1.50096, 23.3997, 11.6164, 3.44305, 3.80394, 13.5937, 14.2312, 10.2312, -0.209006, 3.57151, 1.47374, 30.212
27, 2.86083, 1.53862, 31.6449, 26.4365, 3.45401, 3.89939, 18.8744, 25.7771, 11.4858, 3.20917, 4.17943, 1.04081, 45.3248
28, 2.86039, 1.64771, 27.2078, 30.6577, 3.49398, 3.85308, 21.0133, 29.4368, 11.6826, 2.77626, 6.55438, -10.9897, 39.9924
29, 2.62166, 1.46442, 31.5427, 25.1926, 3.67556, 3.88473, 25.1441, 28.978, 12.2972, 7.23498, 5.61185, -7.60559, 46.2298
30, 2.92421, 1.54845, 29.6436, 20.8708, 3.89488, 4.05172, 21.2953, 18.9742, 12.7708, 4.75352, 3.77095, -0.671947, 40.0332
31, 3.01941, 1.39388, 31.6411, 35.4204, 4.0366, 3.96184, 29.4429, 30.3152, 15.3407, 8.27744, 5.82485, -6.16729, 52.961
32, 3.23229, 1.73689, 29.5083, 25.5806, 4.40766, 4.07582, 25.296, 18.8329, 16.3494, 4.04247, 4.90417, -1.38974, 44.2932
33, 2.80923, 1.98154, 32.332, 14.6128, 4.63162, 4.26448, 19.9682, 15.2737, 14.7789, 3.65569, 1.5336, 10.3233, 46.0189
34, 3.23282, 1.84249, 30.8551, 25.121, 3.86192, 4.19358, 26.3664, 18.088, 11.437, 10.0424, 4.88697, 1.7907, 45.1958
35, 3.26582, 1.86108, 29.3481, 35.0477, 3.6344, 4.08997, 20.03, 26.1716, 10.9641, 4.15254, 4.91335, -4.4873, 41.6087
36, 2.51566, 1.7644, 31.4354, 27.356, 3.6699, 4.07336, 22.211, 24.9123, 12.2927, 6.78573, 3.13259, -2.67893, 43.9481
37, 2.96345, 1.76922, 35.3429, 33.8792, 4.26784, 4.0303, 27.7221, 34.2152, 17.2166, 3.49853, 7.00689, -12.948, 49.4065
38, 3.50771, 1.79564, 31.1304, 41.3812, 4.51802, 4.18236, 27.1043, 27.4069, 17.7055, 4.15264, 5.24617, -2.07326, 52.9784
39, 3.43132, 1.86888, 37.825, 28.1249, 4.78592, 4.22973, 28.2342, 30.4078, 18.7306, 3.68347, 5.82013, -1.86502, 57.513
40, 3.3581, 1.8841, 32.4602, 29.309, 4.44023, 4.13151, 26.383, 30.7385, 16.5421, 2.79423, 7.04665, -7.81773, 48.5686
41, 3.42706, 1.88498, 34.9317, 33.3015, 3.98215, 3.96299, 26.8587, 39.3158, 15.7223, 4.07773, 7.05868, -11.0422, 54.3451
42, 3.34589, 1.7875, 28.764, 42.4913, 3.71648, 3.94548, 23.7105, 28.8742, 12.7284, 4.51845, 6.4637, -8.51622, 43.9685
43, 3.06973, 2.02273, 33.1735, 23.389, 4.47763, 4.10781, 29.9008, 24.2226, 20.0709, 3.33504, 6.49477, -3.96348, 51.2238
44, 3.09185, 2.09606, 34.604, 25.1946, 4.19693, 4.11333, 29.6025, 32.7768, 16.3507, 7.41812, 5.8337, -2.65379, 59.1136
45, 3.16432, 2.04115, 35.6058, 19.1625, 4.38386, 4.01386, 29.6792, 35.5725, 15.985, 7.23858, 6.45569, -7.38601, 57.9669
46, 4.03158, 1.95526, 36.4475, 39.6493, 4.59472, 4.06901, 27.6873, 37.0763, 17.9916, 3.93407, 5.7617, -2.75891, 61.8128
47, 3.52495, 2.01367, 38.6342, 34.8178, 4.58665, 4.0152, 25.4244, 35.9578, 15.8229, 4.04145, 5.56003, -4.63111, 56.5266
48, 3.5051, 2.17888, 37.8766, 30.1596, 4.78966, 4.03372, 24.3839, 43.6583, 16.9297, 2.45101, 5.00323, -5.45693, 63.1127
49, 3.46331, 2.21981, 37.2322, 19.9427, 4.91925, 4.17449, 29.0548, 37.0247, 18.9807, 4.24784, 5.82626, -2.93387, 63.6524
50, 4.4116, 2.29822, 38.5548, 46.9465, 4.92824, 4.17782, 35.8925, 37.6612, 20.0913, 8.76954, 7.03168, -5.10071, 67.7853
51, 4.15557, 2.35694, 37.5233, 38.7029, 5.1566, 4.10277, 32.4016, 39.197, 21.7994, 3.28296, 7.31925, -2.57384, 69.4086
52, 4.24979, 2.6594, 35.6947, 33.1654, 5.55836, 4.35051, 24.7386, 26.5811, 19.9698, 1.81493, 2.95387, 11.0958, 63.6439
53, 3.43001, 2.65954, 33.773, 12.5519, 5.01345, 4.45647, 25.9436, 9.19018, 16.2452, 8.04102, 1.65732, 12.3488, 47.4948
54, 3.98769, 2.44035, 35.3355, 36.7436, 4.89816, 4.41591, 25.1676, 30.1662, 16.9636, 4.52504, 3.67904, 4.95458, 59.6857
55, 3.32434, 2.44431, 39.3768, 33.8504, 5.08071, 4.4159, 31.768, 27.3783, 18.6967, 9.42576, 3.64559, 1.10204, 60.4512
56, 4.16243, 2.69029, 37.8859, 20.7388, 4.99151, 4.34067, 36.0453, 29.4851, 19.6806, 10.2353, 6.1294, -4.68612, 60.6188
57, 4.2888, 2.47472, 36.1338, 34.171, 4.70577, 4.21871, 29.335, 43.6017, 17.5851, 2.78671, 8.96325, -12.2216, 60.417
58, 4.37636, 2.4936, 43.3632, 33.5614, 5.51456, 4.30609, 33.1047, 45.8249, 23.0654, 3.63114, 6.40819, -3.99502, 75.3429
59, 4.78381, 2.56022, 41.6755, 35.9065, 5.13935, 4.36397, 29.768, 40.1024, 21.2532, 3.49016, 5.02461, 1.62013, 71.2141
60, 4.64146, 2.61313, 42.8932, 32.3531, 5.6317, 4.60881, 33.4304, 36.939, 24.1893, 4.46137, 4.77978, 7.1631, 78.8978
61, 4.7203, 2.721, 46.3192, 29.8128, 5.92861, 4.64017, 44.4509, 36.706, 26.5798, 12.2669, 5.60423, 3.75662, 84.3692
62, 5.13032, 2.70461, 37.9268, 44.4163, 4.72344, 4.19636, 29.5539, 48.9565, 19.457, 2.55733, 7.53954, -12.3235, 64.4294
63, 4.7178, 2.52143, 41.417, 59.8191, 5.03135, 4.1653, 32.2181, 54.0489, 19.0665, 7.27279, 5.87877, -5.97697, 80.7356
64, 4.08259, 2.50366, 38.6255, 35.1548, 5.40199, 4.23347, 33.253, 41.7586, 22.0736, 5.43252, 5.74689, -1.44349, 73.731
65, 4.57199, 2.40369, 42.3932, 34.5634, 5.26617, 4.23262, 29.8858, 51.2853, 20.3862, 4.75487, 4.74474, -0.357934, 81.0189
66, 4.66116, 2.60892, 45.6876, 36.0981, 6.50125, 4.57311, 39.6947, 43.623, 29.9535, 3.94615, 5.79506, 5.47902, 91.0112
67, 4.82493, 2.77101, 47.9587, 39.7276, 6.85836, 4.87314, 45.994, 37.4736, 32.5988, 8.40393, 4.99128, 10.0278, 93.5462
68, 5.11938, 2.86523, 49.2655, 48.2614, 6.88641, 4.81821, 42.2673, 37.2037, 35.9473, 1.4808, 4.83918, 9.09319, 88.9178
69, 5.27235, 3.23375, 48.9523, 35.4377, 7.19602, 4.97979, 41.1561, 38.1016, 35.7929, 1.29108, 4.07204, 11.1762, 90.9531
70, 5.40993, 3.23735, 56.7345, 55.6733, 7.32152, 5.18506, 43.3852, 41.7895, 37.477, 1.47803, 4.43016, 12.4307, 98.4117
71, 5.63501, 3.35458, 48.8646, 42.5073, 6.62047, 5.11589, 38.5157, 35.2662, 30.8925, 2.27813, 5.34516, 5.46548, 78.2898
72, 5.23589, 3.34912, 56.2456, 19.2895, 6.80227, 5.0806, 43.148, 41.4392, 33.6169, 3.78819, 5.74283, 4.24845, 88.8324
73, 5.58593, 2.90416, 50.4393, 14.889, 5.98867, 5.0073, 41.0526, 27.4367, 25.5501, 9.07196, 6.43051, 0.549915, 68.6874
74, 5.34137, 3.00102, 59.714, 38.7379, 6.69953, 4.98702, 44.586, 47.7405, 33.9378, 2.85354, 7.79468, -0.968257, 91.4037
75, 5.27455, 2.85638, 50.1736, 28.4809, 5.69097, 4.82524, 36.4807, 29.1132, 23.5262, 7.73937, 5.21512, -0.462234, 64.6879
76, 5.56424, 2.89112, 57.7411, 27.4247, 5.99244, 4.78015, 43.81, 43.8794, 27.2626, 8.99837, 7.54908, -4.83613, 82.0035
77, 5.43362, 3.00334, 52.2591, 50.5115, 6.26917, 4.69139, 41.5294, 50.5875, 28.2019, 5.85897, 7.46848, -3.02761, 89.5263
78, 5.2963, 3.07659, 50.9154, 38.08, 6.74559, 4.92869, 44.6379, 41.9632, 31.662, 5.5199, 7.45604, 0.840891, 88.4334
79, 5.50632, 2.96352, 58.1513, 38.691, 6.99827, 5.01743, 57.8728, 46.0843, 32.5734, 17.6861, 7.6133, 2.54767, 106.207
80, 6.17241, 2.88719, 54.4728, 38.7352, 6.74919, 4.84704, 44.2485, 48.1079, 31.5554, 6.51918, 6.17391, 1.19465, 93.1818
81, 6.01351, 3.08362, 57.1575, 47.5654, 7.39255, 4.98361, 51.7854, 50.2974, 37.4457, 8.2924, 6.04736, 3.69706, 106.767
82, 5.98365, 3.10119, 60.2764, 45.4565, 6.98336, 4.94755, 43.3591, 55.868, 32.7116, 3.32164, 7.32581, -0.107636, 98.6455
83, 6.20226, 2.88188, 57.0294, 44.2401, 6.64486, 4.88833, 43.1849, 51.9635, 30.6228, 5.65358, 6.90853, -1.14444, 93.6776
84, 5.93066, 2.87647, 51.4743, 46.6016, 6.74356, 4.9331, 42.1456, 46.8648, 29.53, 6.35966, 6.25599, 2.17486, 91.3894
85, 5.29206, 3.31103, 49.9468, 29.1783, 6.7622, 5.05297, 43.0656, 43.6649, 30.298, 6.63916, 6.12851, 2.37307, 89.6043
86, 5.00994, 3.61682, 46.2061, 37.7747, 6.22917, 4.96614, 40.3092, 47.8094, 28.2847, 3.97141, 8.05315, -5.95527, 82.1199
87, 5.40797, 3.75129, 57.1218, 22.6955, 7.22181, 5.33997, 49.0292, 33.0901, 33.9929, 10.1309, 4.90537, 8.25791, 91.9383
88, 5.79032, 3.84798, 59.0045, 24.6153, 7.06165, 5.27335, 50.9905, 50.4806, 33.3514, 11.2967, 6.34233, 2.52094, 102.701
89, 6.27047, 3.67376, 57.2581, 44.0289, 7.08133, 5.02176, 48.8486, 51.6966, 35.5432, 4.70811, 8.5973, -6.54869, 93.5843
90, 6.18395, 3.94151, 56.7398, 37.7623, 7.55686, 5.28485, 50.0459, 33.2943, 37.1677, 7.52149, 5.35674, 8.85959, 94.3259
91, 6.32573, 4.3663, 65.066, 21.7537, 7.8708, 5.65729, 57.0661, 38.5776, 38.5262, 13.2769, 5.26311, 12.8669, 108.979
92, 6.4463, 4.49943, 67.7156, 29.916, 7.61389, 5.6207, 55.77, 54.9185, 42.5501, 5.54764, 7.6722, 6.73437, 116.779
93, 6.64124, 4.51549, 69.6056, 37.4646, 7.98667, 5.50146, 62.433, 53.948, 45.3926, 7.36512, 9.67529, 1.53022, 118.486
94, 7.03008, 4.72239, 77.2317, 47.142, 8.25898, 5.76648, 65.8604, 45.9242, 51.8212, 7.39608, 6.6431, 15.107, 127.924
95, 6.59076, 4.59557, 65.9824, 42.4897, 7.49406, 5.55475, 58.8464, 56.5229, 43.5578, 5.25293, 10.0357, -2.36052, 110.985
96, 6.36997, 4.27241, 63.6064, 48.5865, 7.4877, 5.34178, 60.8075, 61.3224, 40.5534, 8.62, 11.6342, -5.54168, 116.365
97, 6.47277, 4.08632, 64.8972, 49.9345, 7.33748, 5.33198, 58.2702, 41.3422, 38.7805, 9.73498, 9.75472, 3.20463, 102.86
98, 6.84215, 4.32804, 70.3604, 20.7818, 7.74265, 5.50604, 56.6878, 51.8168, 39.4956, 9.32398, 7.86821, 4.87611, 113.668
99, 6.77189, 4.23861, 76.8134, 52.8497, 7.65309, 5.33084, 64.9935, 62.5107, 39.7004, 14.7959, 10.4972, -6.06889, 120.758
100, 7.56362, 4.44858, 82.5493, 56.2096, 8.52494, 5.50653, 65.1765, 68.0277, 52.0273, 2.93211, 10.2172, 1.73034, 136.923
101, 7.58863, 4.81936, 77.1783, 45.5615, 8.62272, 5.75087, 66.7518, 56.7635, 52.8919, 5.7267, 8.13321, 9.80788, 133.555
102, 7.81447, 4.89288, 66.1945, 41.8468, 7.82337, 5.71838, 59.0561, 44.4132, 43.2348, 7.19104, 8.63025, 5.74837, 108.804
103, 7.12077, 4.75709, 77.154, 25.5994, 8.57228, 5.65809, 67.0223, 68.6433, 48.5664, 8.59429, 9.86157, 0.98839, 135.987
104, 7.54955, 4.66873, 73.4285, 42.0679, 8.14625, 5.52911, 59.2818, 54.3735, 44.0291, 5.27786, 9.97493, -0.311612, 113.466
105, 7.6097, 4.75226, 66.4421, 47.6622, 7.66743, 5.63813, 56.6796, 46.9639, 36.4017, 12.5298, 7.74811, 4.91264, 108.554
106, 7.49171, 4.76851, 83.1883, 36.3568, 8.37846, 5.594, 68.2798, 72.0108, 49.057, 9.45782, 9.76496, 0.601287, 140.805
107, 8.78262, 4.83219, 85.3396, 50.1629, 8.94049, 5.66551, 69.6943, 69.8148, 54.4553, 3.68969, 11.5493, 1.21056, 141.564
108, 8.8427, 5.11871, 84.9157, 62.0599, 8.75209, 5.7199, 72.2763, 70.2142, 56.8985, 2.96365, 12.4141, 1.86132, 144.823
109, 8.13627, 5.29069, 69.6448, 44.8422, 7.89921, 5.69138, 62.2979, 37.9594, 44.5106, 8.78803, 8.99921, 4.23818, 104.449
110, 7.95903, 5.65565, 79.7048, 21.7019, 8.38326, 5.94731, 67.3052, 48.4275, 46.7742, 12.8092, 7.72179, 10.3748, 126.459
111, 8.1375, 5.45779, 83.0816, 22.1332, 8.63375, 5.92386, 65.4031, 59.8098, 51.4593, 5.60103, 8.34273, 4.20097, 129.295
112, 8.77476, 5.16926, 76.4642, 37.5154, 8.04025, 5.8755, 64.1113, 44.6663, 43.1685, 12.5163, 8.42653, 3.37076, 111.797
113, 8.32928, 5.21947, 85.3445, 34.9501, 8.41231, 5.9646, 67.0683, 57.5433, 48.1178, 10.554, 8.39656, 3.07937, 127.635
114, 8.64909, 5.05609, 89.1956, 38.4335, 8.70289, 5.88905, 65.8335, 68.7213, 51.6697, 3.66432, 10.4995, -1.0337, 134.079
115, 8.74038, 5.28634, 81.498, 52.8829, 8.6433, 6.07042, 64.8451, 60.9676, 53.0579, 3.3853, 8.402, 6.73235, 133.426
116, 7.8454, 5.43228, 84.4895, 21.5279, 8.32267, 6.12356, 67.9229, 44.1235, 47.7978, 12.1204, 8.00474, 6.92534, 118.699
117, 8.69033, 5.38508, 88.9651, 31.7854, 8.63396, 6.19436, 68.0723, 59.2782, 52.6376, 6.39258, 9.04215, 7.67749, 134.977
118, 9.24632, 5.28018, 78.4679, 46.4751, 8.44424, 6.09843, 65.3683, 56.8757, 47.1035, 8.00958, 10.2552, 0.586238, 122.417
119, 9.20414, 5.09375, 84.7503, 47.0664, 8.50998, 6.09371, 68.143, 61.0286, 46.1552, 11.118, 10.8697, 2.19527, 131.063
120, 9.02897, 5.36107, 86.7751, 41.1451, 8.61432, 6.09831, 64.4791, 66.1112, 49.5076, 4.75566, 10.2158, 5.61593, 136.617
121, 9.04247, 5.64772, 79.1739, 35.1699, 8.32352, 6.17858, 62.4217, 51.4233, 45.136, 8.4759, 8.80984, 7.00333, 121.326
122, 8.97634, 5.94957, 99.8864, 33.1588, 9.06416, 6.38354, 79.2141, 70.598, 57.8005, 11.5227, 9.89085, 9.54238, 160.136
123, 10.0526, 6.0003, 93.4307, 48.5128, 9.10235, 6.35823, 71.7324, 68.4472, 56.3475, 5.12385, 10.2611, 4.3781, 144.067
124, 9.07289, 5.99905, 86.63, 31.0592, 8.49542, 6.19752, 65.918, 55.6948, 49.7941, 7.26228, 8.86161, 1.88437, 123.157
125, 9.2468, 6.02689, 72.9965, 36.3296, 7.76404, 6.08207, 65.4469, 48.0968, 39.2573, 16.0706, 10.1189, 0.688674, 113.116
126, 9.63041, 5.86293, 83.6205, 25.7813, 8.38012, 6.15776, 68.2557, 57.7973, 41.3139, 16.8765, 10.0653, -0.587959, 125.445
127, 10.7492, 5.98171, 100.123, 46.4218, 9.18314, 6.24668, 80.715, 77.8484, 55.8569, 12.1817, 12.6764, 2.2492, 161.555
128, 10.0909, 6.27001, 91.3881, 30.2604, 8.54303, 6.15884, 66.5453, 55.2664, 49.9574, 6.63131, 9.95663, 6.52922, 128.979
129, 10.7724, 6.53614, 105.238, 45.5174, 9.04462, 6.38881, 78.8051, 71.3028, 58.4723, 7.96764, 12.3651, 7.31306, 158.328
130, 10.4165, 6.25241, 103.744, 53.8621, 9.48359, 6.48864, 75.9194, 74.4971, 58.5646, 6.13276, 11.2221, 6.63991, 156.672
131, 9.42122, 6.10888, 80.5589, 27.0749, 8.54888, 6.29313, 64.3704, 50.0722, 44.7125, 11.6547, 8.00318, 6.43749, 120.384
132, 10.242, 6.09436, 92.7873, 39.3134, 8.67272, 6.3279, 68.4508, 59.0197, 49.9353, 10.5267, 7.98886, 6.69265, 134.097
133, 8.76503, 5.74587, 87.3784, 31.4501, 8.59838, 6.20878, 64.2996, 60.1487, 46.6845, 8.6757, 8.93944, -1.76737, 121.748
134, 10.3468, 6.0919, 104.056, 31.9925, 9.29031, 6.31875, 75.9377, 74.6453, 58.0707, 7.52493, 10.3421, 5.36652, 157.406
135, 10.8425, 6.31648, 103.404, 44.1849, 9.41424, 6.57755, 81.7065, 71.8985, 59.7281, 11.3261, 10.6523, 7.27614, 161.488
136, 10.5166, 6.22471, 103.975, 41.6093, 9.28731, 6.682, 77.6026, 66.187, 56.147, 11.5299, 9.92575, 5.68317, 149.344
137, 10.1346, 6.10983, 97.4625, 29.6057, 8.63759, 6.43714, 71.1693, 58.1689, 51.4816, 10.1172, 9.57044, 1.78946, 130.053
138, 9.78096, 6.17673, 85.6175, 26.6069, 8.58554, 6.33859, 74.261, 50.0452, 47.1801, 18.5612, 8.51972, 0.189333, 124.089
139, 10.0007, 6.28944, 101.989, 30.1545, 9.18119, 6.42292, 72.163, 76.6188, 52.7629, 9.46584, 9.93428, 0.271853, 149.275
140, 10.616, 6.72758, 104.858, 34.5369, 9.21993, 6.5237, 76.1679, 58.8241, 54.4331, 12.8199, 8.91493, 5.56988, 141.271
141, 11.3189, 6.90995, 105.751, 44.3394, 9.50076, 6.70228, 76.1863, 73.4074, 57.1978, 9.29701, 9.69148, 6.87193, 156.767
142, 11.6342, 7.19338, 109.958, 36.7279, 9.54901, 6.7128, 80.4705, 74.1522, 63.0672, 6.17455, 11.2287, 4.27275, 159.101
143, 11.0696, 7.11875, 94.9487, 39.6863, 9.00776, 6.65859, 70.5769, 64.3903, 53.5601, 7.66168, 9.35506, 2.49911, 137.12
144, 10.0545, 6.81696, 110.84, 33.3841, 9.59601, 6.77431, 80.0759, 68.7109, 54.7154, 16.8407, 8.51986, 4.65574, 153.394
145, 10.5648, 6.80621, 116.034, 38.7162, 9.58314, 6.7814, 81.5299, 76.7813, 61.7191, 10.4427, 9.36807, 5.79487, 164.896
146, 11.1383, 7.00365, 123.952, 34.0796, 9.74729, 6.9363, 89.1618, 77.1071, 69.1429, 9.31246, 10.7065, 10.16, 177.312
147, 11.3415, 7.30533, 125.106, 42.0813, 9.66304, 7.02001, 86.1625, 77.7293, 68.9449, 6.43965, 10.778, 11.7954, 176.34
148, 10.9204, 7.38, 109.656, 28.7893, 9.19118, 7.00214, 80.4529, 66.8062, 61.5985, 8.38503, 10.4694, 9.09487, 155.739
149, 11.215, 7.50663, 104.862, 40.9409, 9.20483, 7.02639, 77.329, 67.1639, 60.5338, 6.58227, 10.2129, 6.01707, 150.588
150, 10.2945, 7.31039, 110.365, 42.3094, 9.03844, 7.03963, 71.281, 68.445, 58.6218, 2.69775, 9.96152, 6.1443, 145.857
151, 10.4994, 7.33816, 117.09, 36.3905, 9.54442, 7.15727, 79.1468, 79.3125, 66.2164, 1.547, 11.3833, 8.6265, 167.631
152, 10.5953, 7.25175, 115.859, 45.7145, 9.52385, 7.1061, 77.3834, 75.6056, 63.1143, 3.41784, 10.8513, 4.66381, 157.233
153, 9.68485, 7.30322, 113.175, 40.2572, 8.90316, 6.97859, 75.1027, 70.9397, 60.4389, 4.46654, 10.1972, 5.01203, 150.942
154, 11.4969, 7.29954, 98.4332, 39.3343, 8.7561, 6.93073, 74.5775, 56.1543, 52.6898, 11.3838, 10.5039, 4.45804, 134.731
155, 9.97852, 7.29471, 119.588, 26.8798, 9.20916, 7.06199, 85.3018, 68.8405, 61.9531, 13.1368, 10.2118, 8.84344, 163.985
156, 10.8553, 7.34736, 110.987, 29.6846, 8.93672, 7.06634, 75.4186, 66.463, 54.8742, 10.9116, 9.63274, 7.0303, 148.551
157, 10.5859, 7.17114, 105.314, 35.84, 9.14352, 7.10844, 76.8988, 64.5932, 53.8258, 12.1378, 10.9351, 4.37443, 145.443
158, 10.1534, 7.14141, 121.128, 37.7158, 9.05428, 7.09082, 81.2877, 76.8146, 60.0496, 8.28156, 12.9565, 3.22293, 161.843
159, 10.6395, 7.43729, 121.369, 32.4666, 9.0175, 7.01631, 82.5132, 81.0798, 64.5633, 5.09857, 12.8513, 4.57879, 168.825
160, 10.5903, 7.67008, 116.504, 35.3339, 8.91716, 7.04794, 78.9631, 70.5861, 60.4373, 7.23792, 11.2879, 7.01325, 156.309
161, 11.4207, 7.8372, 127.696, 35.2269, 9.29591, 7.16472, 87.8364, 81.9098, 68.7786, 6.81069, 12.2471, 9.74331, 180
162, 11.4039, 7.96049, 117.585, 42.2176, 9.12689, 7.11806, 82.6053, 73.3598, 63.5448, 7.15299, 11.9075, 6.80722, 162.557
163, 11.0285, 8.28337, 120.722, 31.3716, 8.99143, 7.1832, 82.8149, 70.1893, 62.6446, 9.42964, 10.7406, 9.10837, 162.233
164, 11.2236, 8.53626, 133.088, 32.042, 9.2726, 7.23659, 88.0122, 77.223, 65.4345, 11.3619, 11.2159, 7.42115, 172.458
165, 11.7681, 8.55649, 120.313, 34.5347, 9.04642, 7.03622, 86.095, 74.0447, 60.7794, 13.2983, 12.0173, 3.26887, 162.844
166, 12.8179, 8.51853, 133.414, 47.5994, 9.48749, 7.10033, 82.2714, 86.8055, 65.2713, 6.13863, 10.8616, 5.83053, 175.349
167, 11.8643, 8.77968, 121.562, 40.019, 8.80884, 7.0093, 80.1272, 76.1516, 63.3306, 6.35891, 10.4377, 5.20258, 161.461
168, 11.9015, 9.02021, 123.612, 34.0868, 9.2553, 7.16925, 85.0557, 70.0879, 63.573, 8.89326, 12.5894, 4.17246, 159.42
169, 11.6408, 8.69002, 128.034, 32.3215, 9.20013, 7.13803, 90.3934, 74.4391, 67.9064, 9.24206, 13.2451, 5.75119, 171.088
170, 11.6239, 8.85348, 131.578, 30.8326, 9.10893, 7.16118, 86.5819, 80.0984, 69.9928, 5.22011, 11.3689, 7.15446, 173.997
171, 11.2737, 8.78808, 118.866, 32.739, 8.92327, 7.11874, 80.5514, 73.6528, 61.1254, 9.36505, 10.0609, 3.76715, 156.925
172, 11.457, 8.66585, 115.811, 24.7344, 9.19006, 7.13761, 84.4414, 62.6883, 61.451, 13.1199, 9.87041, 5.45076, 152.956
173, 12.0168, 8.90352, 125.055, 27.8607, 8.93101, 7.13662, 81.3525, 73.8045, 65.1555, 6.12024, 10.0767, 9.05865, 165.041
174, 11.4226, 8.71468, 120.017, 29.5348, 9.08369, 7.28366, 81.0092, 71.3579, 62.9379, 8.33261, 9.73873, 8.16617, 159.988
175, 11.5727, 9.20339, 112.481, 27.6336, 9.0915, 7.23427, 85.188, 71.8258, 65.244, 9.04463, 10.8993, 6.47322, 164.079
