#i, obs_GPP3d_cycle, obs_ER3d_cycle, obs_LE3d_cycle, obs_H3d_cycle, clm_GPP3d_cycle, clm_ER3d_cycle, clm_LE3d_cycle, clm_H3d_cyle, clm_FCTR3d_cycle, clm_FCEV3d_cycle, clm_FGEV3d_cycle, clm_Qstor3d_cycle, clm_Rnet3d_cycle
299, 5.21946, 4.60178, 57.5385, 9.97562, 5.3835, 4.18827, 49.0855, 14.1755, 35.8719, 6.63559, 6.57799, -5.84642, 57.1002
300, 4.94209, 4.49589, 49.6618, -2.55278, 5.39548, 4.33119, 47.046, 5.33187, 35.5486, 5.93937, 5.55805, -1.32611, 51.3554
301, 4.74435, 4.51153, 54.0597, -11.554, 5.36351, 4.50706, 53.9916, -4.23143, 31.9181, 17.6258, 4.44768, -0.167594, 49.6089
302, 5.27046, 4.0182, 60.1542, 11.2894, 4.79347, 4.07566, 53.7116, 4.86346, 32.2072, 15.0214, 6.483, -6.62188, 50.5113
303, 5.98173, 3.99436, 63.4898, 8.89203, 5.23392, 3.78144, 57.1118, 14.5425, 38.6093, 11.7929, 6.70952, -7.12744, 64.5334
304, 6.04552, 4.18353, 60.3196, 11.5402, 5.64046, 3.88645, 50.8836, 8.58015, 42.1978, 2.30878, 6.37698, -4.52129, 56.1661
305, 5.77025, 4.05009, 48.5761, 6.97543, 5.29292, 4.09082, 42.9775, 5.0035, 34.3665, 3.20072, 5.41023, -2.4335, 45.8296
306, 5.26038, 3.91585, 46.6878, -3.20796, 4.64781, 3.91301, 39.8335, 4.7594, 28.9688, 6.15254, 4.71222, -2.98635, 40.1514
307, 5.1845, 4.09941, 56.6575, 10.8351, 4.9862, 3.74249, 44.7994, 15.4296, 33.9836, 5.90903, 4.9068, -4.15938, 56.105
308, 5.08708, 3.99405, 52.1646, 8.42366, 4.40966, 3.61764, 39.8643, 5.13041, 27.2086, 8.30013, 4.3556, -5.45529, 39.1282
309, 5.40047, 3.96832, 57.5234, 16.0615, 5.08238, 3.8399, 50.2171, 10.3447, 32.3128, 12.0085, 5.89574, -3.32299, 57.9383
310, 5.21487, 3.99695, 54.5565, 8.80701, 5.1449, 3.91824, 43.0896, 6.74582, 30.9936, 7.02204, 5.07394, -2.77597, 47.3596
311, 5.1793, 4.02194, 52.9713, 13.2044, 4.72617, 3.88629, 41.788, 9.39292, 28.3277, 8.43808, 5.02221, -3.65023, 47.0803
312, 5.50791, 4.08309, 57.9325, 6.87918, 4.64794, 3.57278, 49.2614, 9.41467, 31.0308, 12.0736, 6.15708, -7.31326, 50.2854
313, 5.4632, 3.75373, 52.8053, 9.08419, 4.59474, 3.51925, 38.172, 4.47156, 28.4032, 5.46652, 4.30229, -2.91355, 40.6332
314, 4.91352, 3.85696, 53.0476, -5.70239, 4.84177, 3.68617, 45.7491, 5.82813, 30.35, 10.4894, 4.90962, -2.89763, 48.1249
315, 4.84481, 3.68379, 56.0071, 5.49399, 4.23794, 3.33033, 42.1048, 13.3851, 27.2405, 9.12099, 5.74335, -8.2445, 46.1958
316, 5.05067, 3.51367, 47.6118, 9.93098, 4.49753, 3.38722, 40.1241, 12.4156, 29.3389, 5.44693, 5.33826, -5.75109, 47.2861
317, 4.34359, 3.54917, 46.4033, 11.5113, 3.84751, 3.2823, 34.3896, 4.46258, 23.6561, 5.60059, 5.13294, -5.39811, 33.3959
318, 4.07786, 3.45355, 45.7552, 11.4565, 4.20309, 3.39077, 41.8408, 6.68507, 26.4923, 11.007, 4.34153, -2.42413, 46.5303
319, 3.64155, 3.4318, 40.1066, 1.09481, 4.51393, 3.60894, 40.9523, 3.66178, 25.0012, 12.2692, 3.68191, -1.97635, 42.9986
320, 4.71199, 3.42431, 46.7673, 6.78009, 4.63378, 3.62747, 48.0442, 0.16319, 26.2511, 17.3146, 4.47846, -2.57283, 45.5035
321, 4.93334, 3.34805, 46.1543, 29.7508, 4.11153, 3.33753, 44.8554, 4.46554, 22.7304, 17.1408, 4.98421, -7.00306, 40.7042
322, 4.46777, 3.22975, 45.299, 13.2211, 3.86118, 3.15717, 40.8336, 3.8058, 23.9392, 11.7423, 5.15214, -7.92179, 36.2993
323, 4.51255, 3.4033, 40.8082, 7.337, 3.41492, 3.01214, 34.0292, 6.14447, 20.8871, 9.06765, 4.07447, -6.47548, 33.6159
324, 4.08597, 3.53973, 41.3599, -3.44835, 3.78068, 3.01695, 35.52, 6.41605, 23.7129, 6.35229, 5.4548, -6.86069, 35.13
325, 4.28062, 3.28567, 37.9377, 1.11529, 3.62075, 2.94856, 32.6468, 3.12017, 21.9314, 5.66004, 5.05542, -5.16414, 30.5967
326, 4.63593, 3.38287, 37.181, 5.89234, 3.80779, 3.13421, 35.6258, 2.63713, 21.9753, 9.05003, 4.60041, -4.2485, 34.2986
327, 4.42231, 3.33369, 37.1143, 3.6829, 3.05065, 2.87562, 32.6802, 2.02295, 16.7176, 11.7081, 4.25443, -5.73774, 27.2984
328, 4.60762, 3.04606, 43.2298, 12.9984, 3.41224, 2.87126, 36.1404, 4.63317, 20.5122, 12.2275, 3.40064, -4.73024, 36.6249
329, 4.16647, 2.95946, 35.0748, 12.4846, 3.23252, 2.801, 26.6384, 9.58823, 18.3652, 5.42777, 2.84534, -5.71136, 30.4042
330, 4.08318, 3.28914, 38.0719, 11.0697, 3.88052, 3.00985, 30.3565, 3.65341, 21.1965, 5.81955, 3.34043, -2.71025, 32.7476
331, 4.4233, 3.22339, 40.6004, 4.17459, 3.75921, 3.08159, 37.8178, 1.26008, 21.4668, 11.5976, 4.75333, -5.79582, 32.5916
332, 4.42657, 2.94631, 42.7312, 9.1476, 3.76967, 2.90394, 36.447, 3.83582, 20.951, 11.6815, 3.81462, -5.7376, 34.332
333, 4.1766, 2.96006, 38.5106, 9.99261, 3.85839, 3.01209, 27.4176, -2.93122, 20.6734, 5.5522, 1.19201, 0.545499, 26.1954
334, 4.06363, 3.25497, 37.2637, 2.62835, 4.06364, 3.24003, 30.7139, -1.01378, 23.3295, 5.71429, 1.67004, 1.85594, 32.5005
335, 4.55285, 2.97976, 36.6749, 0.141562, 4.0007, 3.34262, 42.4965, -0.995231, 23.4954, 14.7542, 4.24693, -2.91209, 37.2448
336, 4.04789, 2.84067, 35.1109, 2.78138, 2.98734, 2.76023, 28.634, 0.473564, 14.4481, 9.24974, 4.93614, -10.0274, 17.9602
337, 3.78828, 2.86995, 39.0162, 3.70418, 3.56812, 2.99182, 35.5823, 4.2876, 20.4126, 10.5702, 4.59949, -6.38327, 33.5413
338, 4.20661, 2.73504, 37.0169, 0.542187, 3.27089, 2.71893, 29.2383, 4.6522, 17.5402, 7.91377, 3.78438, -5.90389, 27.4273
339, 3.43914, 2.59746, 31.677, 1.84799, 3.124, 2.82574, 23.0076, 5.97028, 13.4745, 6.99524, 2.53792, -2.38485, 26.9939
340, 4.12921, 2.47186, 32.9521, 13.9347, 2.92049, 2.82381, 23.1974, 8.9835, 14.4351, 5.92307, 2.83916, -5.05491, 26.6133
341, 3.98265, 2.59386, 29.3807, 3.23749, 2.55843, 2.65503, 28.5081, 6.87302, 13.4878, 11.4876, 3.53274, -8.58587, 25.9268
342, 3.64241, 2.41366, 30.2232, 11.1837, 2.32491, 2.4369, 29.7135, 8.56679, 12.8941, 11.948, 4.8715, -11.812, 25.4177
343, 3.24806, 2.72744, 30.4521, 10.2448, 2.75131, 2.57218, 25.4749, 9.01646, 13.3467, 8.21431, 3.91385, -8.23681, 28.0062
344, 3.11221, 2.63366, 33.3566, 3.79208, 3.14852, 2.86458, 33.1536, 1.73876, 17.6146, 11.0133, 4.52569, -6.03191, 29.1557
345, 3.43535, 2.50231, 31.091, 8.04562, 2.65585, 2.56787, 26.154, -0.196542, 14.3584, 8.15777, 3.6379, -6.97091, 18.0743
346, 3.44908, 2.43145, 33.0891, 3.2258, 3.2016, 2.74671, 27.4371, -1.49973, 18.3926, 6.8207, 2.22378, -0.828223, 26.1172
347, 3.63237, 2.43333, 28.7411, -0.44445, 2.7167, 2.5971, 24.4665, 5.96984, 14.3719, 7.04048, 3.05416, -5.24346, 24.6946
348, 3.29843, 2.35176, 31.209, 15.397, 3.12473, 2.69337, 25.9496, 8.08757, 17.0332, 5.45591, 3.46054, -8.12659, 26.3997
349, 3.24656, 2.62993, 34.3557, 3.28031, 3.24732, 2.83605, 26.3733, 1.78856, 16.6646, 7.05138, 2.65735, -3.46694, 25.3576
350, 3.26121, 2.55533, 33.325, 7.79644, 2.84586, 2.71132, 31.1259, 2.31088, 15.5084, 11.3084, 4.30915, -9.85061, 21.7226
351, 3.58028, 2.32612, 33.3311, 17.9814, 2.99291, 2.64905, 26.4473, 3.30153, 13.6838, 11.2788, 1.48481, 2.68259, 33.2371
352, 2.99541, 2.52347, 31.6488, 2.76959, 2.94079, 2.77957, 22.8081, 0.256445, 14.7734, 7.73709, 0.297653, 0.0940385, 22.9371
353, 3.81464, 2.52141, 34.0844, 10.2919, 2.62621, 2.43865, 28.8907, 5.24402, 14.5975, 10.0145, 4.27867, -8.33788, 24.6869
354, 3.01845, 2.31235, 29.8426, 6.47455, 2.57403, 2.33822, 24.6116, 1.57584, 12.6303, 8.68947, 3.29186, -8.24056, 17.9841
355, 2.5278, 2.26513, 28.8598, -0.310147, 2.75642, 2.49116, 26.2, -2.74616, 12.5136, 10.5224, 3.16393, -4.79083, 19.0954
356, 3.41265, 2.39979, 32.7435, 4.81816, 2.85641, 2.70766, 20.8142, -0.929199, 12.9765, 5.68736, 2.15033, 0.497308, 21.5524
357, 3.64704, 2.71081, 32.0221, -4.08253, 3.11718, 3.0902, 23.5828, -2.14514, 13.7405, 7.79331, 2.04891, 1.52796, 24.3186
358, 3.27272, 2.82735, 35.0541, 2.71995, 2.97286, 3.0102, 23.9949, -0.000398581, 15.0954, 7.51458, 1.38494, 0.702107, 24.0508
359, 2.58852, 2.92724, 28.4935, -11.2373, 2.79439, 2.93684, 25.6897, -1.78926, 12.7628, 10.7373, 2.1896, -1.5425, 22.6164
360, 2.52678, 2.77035, 26.351, -5.90004, 2.52941, 2.78529, 25.5908, -1.35311, 11.4187, 11.625, 2.5471, -3.72129, 19.2688
361, 3.47446, 2.64396, 37.6918, 12.2556, 2.9836, 2.72683, 30.6162, 2.25016, 14.1497, 14.6637, 1.80278, -3.0239, 30.0729
362, 3.63539, 2.73365, 33.7065, 9.61566, 2.97208, 2.758, 31.7774, -0.994412, 16.0157, 11.1364, 4.62521, -8.37179, 22.3352
363, 3.16483, 2.6299, 31.6288, 15.8962, 2.77316, 2.86668, 23.5643, -2.85166, 12.476, 8.17834, 2.91001, -3.42839, 17.684
364, 2.84379, 2.65871, 34.3171, -6.37664, 2.48329, 2.5855, 30.4536, 0.0745691, 13.2418, 12.2206, 4.99125, -10.7656, 18.2859
365, 3.03941, 2.63859, 35.8442, 4.3602, 2.69991, 2.57794, 32.5827, 2.01735, 14.7015, 13.1441, 4.73705, -5.91404, 28.7911
